src_core,dst_core,latency_ns
6,45,318
6,46,320
6,47,319
6,48,323
6,49,322
6,50,323
6,51,321
6,52,329
6,53,328
6,54,330
6,55,329
6,56,324
6,57,323
6,58,324
6,59,323
6,60,328
6,61,328
6,62,329
6,63,328
7,0,118
7,1,118
7,2,118
7,3,118
7,4,123
7,5,123
7,6,123
7,7,-1
7,8,284
7,9,282
7,10,288
7,11,287
7,12,296
7,13,288
7,14,290
7,15,290
7,16,292
7,17,291
7,18,292
7,19,291
7,20,298
7,21,297
7,22,299
7,23,298
7,24,298
7,25,297
7,26,299
7,27,297
7,28,301
7,29,297
7,30,299
7,31,298
7,32,314
7,33,314
7,34,315
7,35,313
7,36,321
7,37,320
7,38,321
7,39,320
7,40,316
7,41,315
7,42,316
7,43,314
7,44,320
7,45,319
7,46,320
7,47,320
7,48,323
7,49,323
7,50,325
7,51,327
7,52,336
7,53,335
7,54,336
7,55,336
7,56,331
7,57,330
7,58,332
7,59,330
7,60,336
7,61,334
7,62,336
7,63,335
8,0,309
8,1,277
8,2,282
8,3,280
8,4,288
8,5,287
8,6,288
8,7,282
8,8,-1
8,9,113
8,10,113
8,11,112
8,12,118
8,13,118
8,14,118
8,15,118
8,16,298
8,17,297
8,18,298
8,19,295
8,20,299
8,21,297
8,22,300
8,23,298
8,24,286
8,25,285
8,26,286
8,27,284
8,28,292
8,29,291
8,30,299
8,31,297
8,32,314
8,33,314
8,34,314
8,35,307
8,36,315
8,37,313
8,38,315
8,39,314
8,40,309
8,41,308
8,42,315
8,43,314
8,44,320
8,45,319
8,46,320
8,47,320
8,48,323
8,49,322
8,50,324
8,51,322
8,52,330
8,53,327
8,54,324
8,55,323
8,56,324
8,57,324
8,58,325
8,59,323
8,60,328
8,61,322
8,62,323
8,63,329
9,0,282
9,1,282
9,2,283
9,3,281
9,4,289
9,5,287
9,6,289
9,7,288
9,8,113
9,9,-1
9,10,113
9,11,112
9,12,118
9,13,118
9,14,118
9,15,118
9,16,293
9,17,292
9,18,293
9,19,291
9,20,299
9,21,298
9,22,299
9,23,299
9,24,297
9,25,292
9,26,293
9,27,291
9,28,299
9,29,298
9,30,299
9,31,299
9,32,309
9,33,308
9,34,309
9,35,307
9,36,315
9,37,313
9,38,316
9,39,315
9,40,310
9,41,309
9,42,310
9,43,309
9,44,315
9,45,313
9,46,315
9,47,314
9,48,318
9,49,319
9,50,324
9,51,320
9,52,325
9,53,323
9,54,326
9,55,330
9,56,325
9,57,324
9,58,322
9,59,318
9,60,324
9,61,322
9,62,324
9,63,324
10,0,275
10,1,274
10,2,275
10,3,274
10,4,282
10,5,279
10,6,281
10,7,281
10,8,112
10,9,112
10,10,-1
10,11,112
10,12,118
10,13,118
10,14,118
10,15,118
10,16,285
10,17,284
10,18,286
10,19,284
10,20,292
10,21,296
10,22,298
10,23,297
10,24,297
10,25,292
10,26,292
10,27,290
10,28,298
10,29,296
10,30,298
10,31,302
10,32,314
10,33,313
10,34,314
10,35,307
10,36,320
10,37,316
10,38,318
10,39,319
10,40,309
10,41,312
10,42,311
10,43,307
10,44,314
10,45,312
10,46,314
10,47,319
10,48,323
10,49,318
10,50,317
10,51,315
10,52,323
10,53,321
10,54,323
10,55,323
10,56,318
10,57,317
10,58,318
10,59,317
10,60,323
10,61,321
10,62,323
10,63,322
11,0,277
11,1,276
11,2,277
11,3,275
11,4,284
11,5,284
11,6,289
11,7,289
11,8,113
11,9,113
11,10,113
11,11,-1
11,12,118
11,13,119
11,14,118
11,15,118
11,16,293
11,17,292
11,18,294
11,19,292
11,20,300
11,21,298
11,22,300
11,23,299
11,24,293
11,25,292
11,26,294
11,27,292
11,28,300
11,29,296
11,30,297
11,31,299
11,32,315
11,33,308
11,34,310
11,35,308
11,36,316
11,37,316
11,38,322
11,39,321
11,40,311
11,41,310
11,42,311
11,43,309
11,44,316
11,45,314
11,46,315
11,47,319
11,48,325
11,49,321
11,50,319
11,51,317
11,52,325
11,53,323
11,54,325
11,55,324
11,56,320
11,57,319
11,58,320
11,59,318
11,60,324
11,61,323
11,62,325
11,63,324
12,0,281
12,1,282
12,2,282
12,3,286
12,4,294
12,5,293
12,6,294
12,7,287
12,8,118
12,9,118
12,10,118
12,11,117
12,12,-1
12,13,123
12,14,123
12,15,126
12,16,304
12,17,300
12,18,298
12,19,296
12,20,310
12,21,309
12,22,310
12,23,310
12,24,292
12,25,291
12,26,292
12,27,293
12,28,304
12,29,303
12,30,304
12,31,304
12,32,317
12,33,313
12,34,314
12,35,313
12,36,320
12,37,319
12,38,321
12,39,320
12,40,315
12,41,314
12,42,322
12,43,320
12,44,326
12,45,324
12,46,326
12,47,326
12,48,329
12,49,328
12,50,330
12,51,328
12,52,336
12,53,334
12,54,336
12,55,335
12,56,330
12,57,330
12,58,329
12,59,323
12,60,330
12,61,334
12,62,336
12,63,335
13,0,294
13,1,282
13,2,284
13,3,282
13,4,290
13,5,288
13,6,289
13,7,289
13,8,118
13,9,118
13,10,118
13,11,118
13,12,123
13,13,-1
13,14,123
13,15,126
13,16,304
13,17,305
13,18,305
13,19,298
13,20,306
13,21,304
13,22,306
13,23,305
13,24,293
13,25,293
13,26,294
13,27,292
13,28,300
13,29,298
13,30,300
13,31,299
13,32,316
13,33,315
13,34,316
13,35,314
13,36,322
13,37,321
13,38,322
13,39,322
13,40,317
13,41,316
13,42,317
13,43,316
13,44,322
13,45,320
13,46,322
13,47,321
13,48,329
13,49,330
13,50,328
13,51,323
13,52,331
13,53,330
13,54,331
13,55,331
13,56,326
13,57,325
13,58,331
13,59,328
13,60,338
13,61,336
13,62,337
13,63,336
14,0,290
14,1,287
14,2,293
14,3,292
14,4,301
14,5,299
14,6,302
14,7,300
14,8,118
14,9,118
14,10,118
14,11,118
14,12,124
14,13,123
14,14,-1
14,15,123
14,16,305
14,17,301
14,18,299
14,19,297
14,20,311
14,21,310
14,22,312
14,23,311
14,24,304
14,25,297
14,26,299
14,27,297
14,28,306
14,29,304
14,30,305
14,31,305
14,32,325
14,33,314
14,34,315
14,35,314
14,36,322
14,37,320
14,38,322
14,39,321
14,40,316
14,41,315
14,42,317
14,43,315
14,44,321
14,45,319
14,46,322
14,47,326
14,48,328
14,49,323
14,50,325
14,51,328
14,52,337
14,53,335
14,54,337
14,55,333
14,56,325
14,57,325
14,58,326
14,59,324
14,60,330
14,61,328
14,62,331
14,63,330
15,0,316
15,1,288
15,2,292
15,3,290
15,4,296
15,5,295
15,6,296
15,7,298
15,8,118
15,9,118
15,10,118
15,11,118
15,12,123
15,13,123
15,14,123
15,15,-1
15,16,299
15,17,299
15,18,305
15,19,304
15,20,312
15,21,311
15,22,312
15,23,312
15,24,306
15,25,303
15,26,300
15,27,298
15,28,306
15,29,304
15,30,306
15,31,306
15,32,316
15,33,315
15,34,316
15,35,316
15,36,329
15,37,326
15,38,322
15,39,322
15,40,323
15,41,322
15,42,324
15,43,322
15,44,327
15,45,320
15,46,322
15,47,327
15,48,331
15,49,330
15,50,332
15,51,330
15,52,338
15,53,336
15,54,338
15,55,337
15,56,327
15,57,325
15,58,329
15,59,325
15,60,331
15,61,330
15,62,331
15,63,336
16,0,297
16,1,296
16,2,297
16,3,295
16,4,304
16,5,302
16,6,304
16,7,303
16,8,292
16,9,291
16,10,292
16,11,294
16,12,302
16,13,297
16,14,299
16,15,297
16,16,-1
16,17,113
16,18,113
16,19,112
16,20,118
16,21,118
16,22,118
16,23,118
16,24,289
16,25,288
16,26,289
16,27,287
16,28,295
16,29,294
16,30,296
16,31,294
16,32,323
16,33,322
16,34,324
16,35,322
16,36,330
16,37,328
16,38,330
16,39,329
16,40,324
16,41,324
16,42,325
16,43,323
16,44,329
16,45,328
16,46,330
16,47,329
16,48,316
16,49,314
16,50,315
16,51,313
16,52,321
16,53,319
16,54,321
16,55,317
16,56,309
16,57,308
16,58,310
16,59,308
16,60,314
16,61,312
16,62,314
16,63,314
17,0,285
17,1,285
17,2,292
17,3,290
17,4,298
17,5,296
17,6,298
17,7,297
17,8,286
17,9,286
17,10,292
17,11,287
17,12,294
17,13,292
17,14,298
17,15,305
17,16,113
17,17,-1
17,18,113
17,19,112
17,20,118
17,21,118
17,22,118
17,23,118
17,24,290
17,25,289
17,26,290
17,27,288
17,28,297
17,29,294
17,30,297
17,31,296
17,32,324
17,33,323
17,34,324
17,35,323
17,36,331
17,37,328
17,38,331
17,39,330
17,40,325
17,41,324
17,42,326
17,43,324
17,44,330
17,45,328
17,46,330
17,47,329
17,48,326
17,49,316
17,50,315
17,51,314
17,52,321
17,53,319
17,54,321
17,55,321
17,56,316
17,57,315
17,58,316
17,59,315
17,60,321
17,61,319
17,62,321
17,63,320
18,0,295
18,1,289
18,2,292
18,3,295
18,4,303
18,5,302
18,6,303
18,7,302
18,8,291
18,9,291
18,10,292
18,11,290
18,12,303
18,13,296
18,14,298
18,15,297
18,16,112
18,17,112
18,18,-1
18,19,112
18,20,118
18,21,118
18,22,118
18,23,118
18,24,288
18,25,288
18,26,289
18,27,281
18,28,289
18,29,287
18,30,289
18,31,289
18,32,323
18,33,322
18,34,323
18,35,321
18,36,329
18,37,328
18,38,330
18,39,329
18,40,324
18,41,323
18,42,324
18,43,323
18,44,329
18,45,327
18,46,329
18,47,329
18,48,314
18,49,313
18,50,314
18,51,312
18,52,321
18,53,319
18,54,320
18,55,320
18,56,315
18,57,314
18,58,315
18,59,314
18,60,320
18,61,318
18,62,320
18,63,319
19,0,292
19,1,291
19,2,292
19,3,291
19,4,299
19,5,297
19,6,299
19,7,298
19,8,293
19,9,298
19,10,300
19,11,298
19,12,306
19,13,304
19,14,306
19,15,300
19,16,113
19,17,113
19,18,113
19,19,-1
19,20,118
19,21,118
19,22,118
19,23,118
19,24,290
19,25,289
19,26,291
19,27,289
19,28,297
19,29,296
19,30,297
19,31,297
19,32,325
19,33,324
19,34,325
19,35,323
19,36,331
19,37,330
19,38,331
19,39,331
19,40,326
19,41,325
19,42,326
19,43,325
19,44,331
19,45,329
19,46,331
19,47,330
19,48,316
19,49,314
19,50,314
19,51,308
19,52,316
19,53,314
19,54,316
19,55,315
19,56,310
19,57,310
19,58,311
19,59,309
19,60,316
19,61,314
19,62,316
19,63,315
20,0,290
20,1,289
20,2,291
20,3,289
20,4,297
20,5,295
20,6,297
20,7,297
20,8,291
20,9,297
20,10,299
20,11,296
20,12,304
20,13,300
20,14,298
20,15,298
20,16,118
20,17,118
20,18,118
20,19,117
20,20,-1
20,21,123
20,22,123
20,23,126
20,24,289
20,25,288
20,26,282
20,27,281
20,28,289
20,29,287
20,30,289
20,31,289
20,32,323
20,33,322
20,34,323
20,35,321
20,36,330
20,37,328
20,38,330
20,39,329
20,40,324
20,41,323
20,42,324
20,43,323
20,44,330
20,45,328
20,46,329
20,47,328
20,48,314
20,49,313
20,50,314
20,51,313
20,52,321
20,53,319
20,54,321
20,55,320
20,56,315
20,57,314
20,58,315
20,59,314
20,60,320
20,61,318
20,62,320
20,63,319
21,0,302
21,1,297
21,2,299
21,3,297
21,4,305
21,5,303
21,6,305
21,7,304
21,8,293
21,9,293
21,10,294
21,11,292
21,12,300
21,13,303
21,14,306
21,15,305
21,16,118
21,17,118
21,18,119
21,19,118
21,20,123
21,21,-1
21,22,123
21,23,126
21,24,290
21,25,289
21,26,291
21,27,289
21,28,297
21,29,295
21,30,297
21,31,296
21,32,330
21,33,330
21,34,331
21,35,329
21,36,338
21,37,336
21,38,338
21,39,337
21,40,333
21,41,331
21,42,333
21,43,331
21,44,338
21,45,336
21,46,337
21,47,336
21,48,322
21,49,321
21,50,322
21,51,320
21,52,328
21,53,327
21,54,329
21,55,328
21,56,323
21,57,322
21,58,323
21,59,321
21,60,328
21,61,320
21,62,322
21,63,321
22,0,297
22,1,297
22,2,298
22,3,296
22,4,304
22,5,303
22,6,304
22,7,304
22,8,299
22,9,298
22,10,299
22,11,297
22,12,306
22,13,304
22,14,303
22,15,299
22,16,118
22,17,118
22,18,118
22,19,118
22,20,124
22,21,123
22,22,-1
22,23,123
22,24,283
22,25,283
22,26,284
22,27,282
22,28,296
22,29,294
22,30,297
22,31,296
22,32,330
22,33,330
22,34,331
22,35,329
22,36,337
22,37,335
22,38,337
22,39,336
22,40,331
22,41,331
22,42,331
22,43,330
22,44,336
22,45,335
22,46,336
22,47,336
22,48,321
22,49,320
22,50,321
22,51,320
22,52,328
22,53,326
22,54,328
22,55,327
22,56,322
22,57,321
22,58,323
22,59,321
22,60,327
22,61,325
22,62,327
22,63,326
23,0,303
23,1,297
23,2,299
23,3,297
23,4,305
23,5,303
23,6,305
23,7,304
23,8,299
23,9,299
23,10,300
23,11,298
23,12,306
23,13,305
23,14,306
23,15,305
23,16,118
23,17,118
23,18,118
23,19,118
23,20,123
23,21,123
23,22,123
23,23,-1
23,24,290
23,25,289
23,26,291
23,27,289
23,28,297
23,29,295
23,30,297
23,31,296
23,32,331
23,33,330
23,34,332
23,35,330
23,36,338
23,37,336
23,38,337
23,39,337
23,40,332
23,41,331
23,42,333
23,43,331
23,44,337
23,45,335
23,46,338
23,47,336
23,48,322
23,49,321
23,50,323
23,51,320
23,52,328
23,53,327
23,54,328
23,55,328
23,56,323
23,57,322
23,58,323
23,59,322
23,60,328
23,61,326
23,62,328
23,63,328
24,0,285
24,1,284
24,2,285
24,3,283
24,4,292
24,5,290
24,6,300
24,7,303
24,8,298
24,9,297
24,10,298
24,11,297
24,12,305
24,13,303
24,14,305
24,15,304
24,16,289
24,17,288
24,18,289
24,19,287
24,20,295
24,21,294
24,22,296
24,23,294
24,24,-1
24,25,113
24,26,113
24,27,112
24,28,118
24,29,118
24,30,118
24,31,118
24,32,323
24,33,322
24,34,324
24,35,322
24,36,330
24,37,328
24,38,330
24,39,329
24,40,325
24,41,323
24,42,325
24,43,323
24,44,329
24,45,328
24,46,330
24,47,328
24,48,308
24,49,307
24,50,309
24,51,307
24,52,315
24,53,313
24,54,315
24,55,314
24,56,309
24,57,308
24,58,310
24,59,308
24,60,314
24,61,312
24,62,314
24,63,314
25,0,291
25,1,290
25,2,292
25,3,290
25,4,298
25,5,296
25,6,298
25,7,297
25,8,293
25,9,292
25,10,293
25,11,291
25,12,299
25,13,298
25,14,298
25,15,292
25,16,277
25,17,277
25,18,278
25,19,276
25,20,284
25,21,282
25,22,284
25,23,284
25,24,113
25,25,-1
25,26,113
25,27,112
25,28,118
25,29,119
25,30,118
25,31,118
25,32,318
25,33,317
25,34,318
25,35,317
25,36,325
25,37,323
25,38,324
25,39,324
25,40,319
25,41,318
25,42,320
25,43,318
25,44,324
25,45,322
25,46,324
25,47,324
25,48,309
25,49,308
25,50,309
25,51,308
25,52,316
25,53,313
25,54,316
25,55,315
25,56,310
25,57,309
25,58,311
25,59,309
25,60,315
25,61,313
25,62,315
25,63,314
26,0,284
26,1,283
26,2,290
26,3,289
26,4,297
26,5,295
26,6,297
26,7,296
26,8,291
26,9,291
26,10,292
26,11,290
26,12,298
26,13,296
26,14,298
26,15,297
26,16,288
26,17,288
26,18,289
26,19,287
26,20,295
26,21,294
26,22,294
26,23,294
26,24,112
26,25,112
26,26,-1
26,27,112
26,28,118
26,29,118
26,30,118
26,31,118
26,32,323
26,33,322
26,34,323
26,35,321
26,36,330
26,37,328
26,38,330
26,39,329
26,40,324
26,41,323
26,42,324
26,43,323
26,44,329
26,45,327
26,46,329
26,47,328
26,48,323
26,49,313
26,50,314
26,51,312
26,52,320
26,53,319
26,54,320
26,55,320
26,56,315
26,57,314
26,58,315
26,59,314
26,60,320
26,61,318
26,62,318
26,63,319
27,0,297
27,1,297
27,2,298
27,3,297
27,4,305
27,5,303
27,6,304
27,7,304
27,8,299
27,9,298
27,10,300
27,11,298
27,12,307
27,13,305
27,14,306
27,15,306
27,16,290
27,17,289
27,18,291
27,19,289
27,20,297
27,21,296
27,22,297
27,23,297
27,24,113
27,25,113
27,26,113
27,27,-1
27,28,118
27,29,119
27,30,118
27,31,118
27,32,324
27,33,324
27,34,325
27,35,323
27,36,331
27,37,329
27,38,331
27,39,331
27,40,326
27,41,325
27,42,326
27,43,325
27,44,331
27,45,329
27,46,331
27,47,330
27,48,316
27,49,315
27,50,316
27,51,314
27,52,323
27,53,321
27,54,322
27,55,322
27,56,316
27,57,316
27,58,317
27,59,315
27,60,322
27,61,320
27,62,322
27,63,321
28,0,296
28,1,296
28,2,303
28,3,301
28,4,309
28,5,308
28,6,309
28,7,309
28,8,298
28,9,302
28,10,305
28,11,302
28,12,311
28,13,309
28,14,310
28,15,310
28,16,294
28,17,293
28,18,296
28,19,294
28,20,302
28,21,300
28,22,301
28,23,300
28,24,118
28,25,118
28,26,118
28,27,117
28,28,-1
28,29,123
28,30,123
28,31,126
28,32,329
28,33,328
28,34,330
28,35,328
28,36,336
28,37,334
28,38,336
28,39,335
28,40,331
28,41,329
28,42,331
28,43,324
28,44,329
28,45,328
28,46,329
28,47,328
28,48,314
28,49,313
28,50,315
28,51,313
28,52,320
28,53,319
28,54,321
28,55,320
28,56,315
28,57,314
28,58,315
28,59,314
28,60,320
28,61,318
28,62,320
28,63,319
29,0,292
29,1,291
29,2,299
29,3,297
29,4,305
29,5,303
29,6,305
29,7,309
29,8,306
29,9,304
29,10,306
29,11,304
29,12,312
29,13,311
29,14,313
29,15,312
29,16,297
29,17,296
29,18,297
29,19,295
29,20,303
29,21,302
29,22,303
29,23,302
29,24,118
29,25,118
29,26,119
29,27,118
29,28,123
29,29,-1
29,30,123
29,31,126
29,32,331
29,33,330
29,34,331
29,35,329
29,36,338
29,37,336
29,38,338
29,39,337
29,40,333
29,41,331
29,42,332
29,43,331
29,44,338
29,45,336
29,46,337
29,47,336
29,48,323
29,49,321
29,50,322
29,51,320
29,52,328
29,53,327
29,54,329
29,55,328
29,56,323
29,57,322
29,58,323
29,59,321
29,60,328
29,61,326
29,62,328
29,63,327
30,0,297
30,1,302
30,2,304
30,3,302
30,4,311
30,5,309
30,6,310
30,7,310
30,8,305
30,9,304
30,10,305
30,11,303
30,12,311
30,13,309
30,14,312
30,15,311
30,16,296
30,17,295
30,18,296
30,19,294
30,20,302
30,21,301
30,22,303
30,23,302
30,24,118
30,25,118
30,26,118
30,27,118
30,28,124
30,29,123
30,30,-1
30,31,123
30,32,330
30,33,330
30,34,331
30,35,328
30,36,337
30,37,335
30,38,337
30,39,336
30,40,331
30,41,331
30,42,331
30,43,330
30,44,336
30,45,335
30,46,336
30,47,336
30,48,321
30,49,320
30,50,321
30,51,320
30,52,328
30,53,326
30,54,328
30,55,327
30,56,322
30,57,321
30,58,323
30,59,321
30,60,327
30,61,325
30,62,327
30,63,327
31,0,298
31,1,303
31,2,305
31,3,303
31,4,311
31,5,309
31,6,311
31,7,310
31,8,306
31,9,304
31,10,307
31,11,304
31,12,312
31,13,309
31,14,306
31,15,305
31,16,297
31,17,296
31,18,297
31,19,296
31,20,303
31,21,301
31,22,303
31,23,302
31,24,118
31,25,118
31,26,118
31,27,118
31,28,123
31,29,123
31,30,123
31,31,-1
31,32,331
31,33,330
31,34,332
31,35,330
31,36,338
31,37,336
31,38,337
31,39,337
31,40,332
31,41,331
31,42,333
31,43,331
31,44,337
31,45,335
31,46,338
31,47,336
31,48,323
31,49,321
31,50,323
31,51,320
31,52,328
31,53,327
31,54,328
31,55,328
31,56,323
31,57,322
31,58,323
31,59,321
31,60,328
31,61,326
31,62,328
31,63,328
32,0,317
32,1,308
32,2,313
32,3,312
32,4,320
32,5,318
32,6,320
32,7,319
32,8,314
32,9,314
32,10,315
32,11,313
32,12,321
32,13,319
32,14,321
32,15,320
32,16,323
32,17,322
32,18,324
32,19,322
32,20,331
32,21,328
32,22,330
32,23,329
32,24,323
32,25,322
32,26,324
32,27,322
32,28,331
32,29,328
32,30,331
32,31,329
32,32,-1
32,33,113
32,34,113
32,35,112
32,36,118
32,37,118
32,38,118
32,39,118
32,40,288
32,41,287
32,42,288
32,43,287
32,44,292
32,45,291
32,46,293
32,47,292
32,48,296
32,49,295
32,50,296
32,51,294
32,52,302
32,53,301
32,54,302
32,55,302
32,56,297
32,57,296
32,58,297
32,59,296
32,60,301
32,61,300
32,62,302
32,63,301
33,0,307
33,1,307
33,2,311
33,3,312
33,4,320
33,5,319
33,6,321
33,7,319
33,8,309
33,9,308
33,10,315
33,11,314
33,12,321
33,13,320
33,14,322
33,15,321
33,16,324
33,17,323
33,18,324
33,19,323
33,20,331
33,21,328
33,22,331
33,23,330
33,24,324
33,25,323
33,26,324
33,27,323
33,28,331
33,29,328
33,30,331
33,31,330
33,32,113
33,33,-1
33,34,113
33,35,112
33,36,118
33,37,118
33,38,118
33,39,118
33,40,288
33,41,287
33,42,289
33,43,287
33,44,293
33,45,291
33,46,293
33,47,293
33,48,296
33,49,296
33,50,297
33,51,295
33,52,303
33,53,302
33,54,303
33,55,302
33,56,297
33,57,296
33,58,298
33,59,296
33,60,302
33,61,300
33,62,302
33,63,302
34,0,306
34,1,306
34,2,307
34,3,305
34,4,313
34,5,312
34,6,313
34,7,312
34,8,314
34,9,313
34,10,314
34,11,312
34,12,320
34,13,319
34,14,321
34,15,320
34,16,323
34,17,322
34,18,323
34,19,322
34,20,329
34,21,328
34,22,330
34,23,328
34,24,323
34,25,322
34,26,323
34,27,322
34,28,329
34,29,328
34,30,330
34,31,328
34,32,112
34,33,112
34,34,-1
34,35,112
34,36,118
34,37,118
34,38,120
34,39,118
34,40,287
34,41,286
34,42,288
34,43,286
34,44,292
34,45,290
34,46,292
34,47,292
34,48,295
34,49,294
34,50,295
34,51,293
34,52,302
34,53,300
34,54,302
34,55,301
34,56,296
34,57,295
34,58,297
34,59,295
34,60,301
34,61,299
34,62,301
34,63,301
35,0,308
35,1,311
35,2,314
35,3,313
35,4,321
35,5,319
35,6,321
35,7,320
35,8,315
35,9,312
35,10,310
35,11,308
35,12,316
35,13,314
35,14,316
35,15,320
35,16,325
35,17,324
35,18,325
35,19,323
35,20,331
35,21,329
35,22,331
35,23,330
35,24,324
35,25,323
35,26,325
35,27,323
35,28,331
35,29,329
35,30,331
35,31,330
35,32,113
35,33,113
35,34,113
35,35,-1
35,36,119
35,37,119
35,38,118
35,39,118
35,40,289
35,41,288
35,42,289
35,43,288
35,44,294
35,45,292
35,46,294
35,47,293
35,48,297
35,49,296
35,50,297
35,51,295
35,52,303
35,53,302
35,54,304
35,55,303
35,56,298
35,57,297
35,58,298
35,59,297
35,60,303
35,61,301
35,62,303
35,63,302
36,0,313
36,1,314
36,2,319
36,3,317
36,4,325
36,5,324
36,6,325
36,7,325
36,8,319
36,9,313
36,10,314
36,11,314
36,12,321
36,13,319
36,14,320
36,15,323
36,16,329
36,17,328
